frame_id,steering_angle
0.0349066,0.037471264600753784
-0.00349066,-0.009241516701877117
0.0226893,0.023680496960878372
0.015708,0.01228056289255619
0.0436332,0.04004930704832077
0.0349066,0.033974457532167435
0.00174533,0.0011772110592573881
-0.00697781,-0.013312235474586487
-0.0366519,-0.03674595057964325
-0.0174533,-0.019857216626405716
0.0488692,0.048611804842948914
0.0153431,0.015511811710894108
-0.00349066,-0.004071833100169897
0.00698132,0.0063830530270934105
-0.0453786,-0.042383912950754166
0.143117,0.14347974956035614
-0.0170034,-0.025996413081884384
0.00324011,0.004847967065870762
-0.0279253,-0.028896786272525787
-0.00174533,-0.002903995104134083
0.00189951,0.010915993712842464
0.00872665,0.008200800977647305
0.0401426,0.03931094706058502
-0.0824357,-0.08164247870445251
0.00349066,0.0015982859767973423
0.0139626,0.012776303105056286
0.0139626,0.01248728297650814
0.0109102,0.012392445467412472
-0.00936632,-0.010096942074596882
-0.13439,-0.12891250848770142
-0.014608,-0.015544329769909382
0.00523599,0.0031008427031338215
0.0715585,0.06904526799917221
-0.00174533,-0.00023101444821804762
-0.0296706,-0.029200129210948944
0.00698132,0.007059465628117323
0.00523599,0.006601822096854448
-0.0104497,-0.009566639550030231
0.015708,0.017772208899259567
-0.00349066,-0.007032155059278011
-0.010472,-0.011922777630388737
0.00828506,0.008780951611697674
-0.00349066,-0.0019193238113075495
0.00174533,0.003893844783306122
-0.0122173,-0.01081092469394207
0.00698132,0.013527875766158104
0.0558505,0.057440973818302155
0.0680678,0.0652851089835167
-0.0109941,-0.010250905528664589
0.00872665,0.009383446536958218
0.010472,0.011545766144990921
-0.00174533,-0.002374318428337574
0.0523599,0.04845588281750679
-0.023869,-0.022052481770515442
-0.017973,-0.01792687550187111
-0.0,7.786951027810574e-05
-0.0453786,-0.04467719793319702
-0.00349066,-0.0031419536098837852
0.0132916,0.011306867934763432
0.0391065,0.04072222113609314
0.015708,0.014783772639930248
0.0128393,0.009506849572062492
-0.020944,-0.01935805007815361
0.0331613,0.03452463820576668
0.0191986,0.01694183237850666
-0.0038818,-0.0033892253413796425
0.00174533,0.0017880667001008987
0.0558505,0.054705776274204254
-0.0146306,-0.017860528081655502
-0.00698132,-0.007386607117950916
-0.0174533,-0.015485315583646297
0.0191986,0.021829847246408463
-0.00349066,-0.0015400301199406385
-0.0348522,-0.032893143594264984
-0.0139626,-0.01402978878468275
0.0022603,0.001528505701571703
0.0628319,0.05984305590391159
-0.0450877,-0.0492626428604126
0.00174533,0.0001719021238386631
0.00349066,0.004393334966152906
-0.00349066,-0.0038690902292728424
-0.0216215,-0.020878206938505173
-0.00630114,-0.010162618942558765
-0.015708,-0.01676977053284645
-0.00174533,-0.0018238117918372154
0.172535,0.1693132221698761
0.0261799,0.02401655912399292
0.0261799,0.020924169570207596
-0.0122173,-0.012430383823812008
-0.00349066,-0.005239434074610472
